Transaction_ID,Product_ID,Product_Category,Product_Name,Brand,Purchase_Date,Original_Price_INR,Current_Market_Value_INR,Condition_at_Resale,Ownership_Cycle,Resale_Date,Resale_Price_INR,Seller_Type,Buyer_Type,Platform,Refurbished,Refurbishment_Cost_INR,Repair_Count,Product_Age_Months,Usage_Hours,Warranty_Status,Return_Status,Recycling_Eligible,Recycled,Recycling_Date,Material_Recovered_Kg,CO2_Saved_Kg,Waste_Diverted_Kg,Circularity_Score,Customer_Rating,Region,City,Final_Disposition
EC02817,PRD02817,Furniture,Dining Set,Wakefit,2022-05-24,46770,27570,Good,3,2026-12-24,18250,Individual,Individual,Facebook Marketplace,No,0,2,55,1741,Expired,Not Returned,Yes,No,,0,277.68,1.63,64.4,4.6,South,Kochi,Resold
EC02818,PRD02818,Smartphones,Xperia,Apple,2022-03-17,36560,34610,Poor,1,2024-12-17,6770,Individual,Business,Facebook Marketplace,No,0,1,33,4297,Expired,Not Returned,Yes,Yes,2024-12-28,24.62,41.41,10.91,54.3,2.8,South,Kochi,Resold
EC02819,PRD02819,Cameras,Mirrorless Camera,Nikon,2024-07-01,179900,86160,Like New,2,2024-12-01,125940,Individual,Individual,Cashify,No,0,1,5,6663,Active,Not Returned,Yes,No,,0,766.6,6.32,59.8,4.7,East,Kolkata,Recycled
EC02820,PRD02820,Smartphones,Xperia,Sony,2023-07-10,126040,88580,Good,1,2026-12-10,51300,Individual,Business,Cashify,Yes,14280,0,41,11634,Expired,Not Returned,Yes,No,,0,608.54,9.7,58.3,3,North,Noida,Resold
EC02821,PRD02821,Home Appliances,Washing Machine,Samsung,2023-02-09,60510,41580,Fair,2,2023-09-09,21830,Individual,Individual,Facebook Marketplace,Yes,9080,0,7,3423,Active,Not Returned,Yes,No,,0,223.5,1.67,72.5,3.4,South,Bengaluru,Resold
EC02822,PRD02822,Furniture,Dining Set,Pepperfry,2024-09-05,49970,22860,Good,2,2027-08-05,22150,Business,Individual,OLX,Yes,4890,1,35,10611,Extended,Returned,No,No,,0,296.39,3.93,61.6,4.4,South,Bengaluru,Refurbished
EC02823,PRD02823,Laptops,Inspiron,Apple,2021-09-20,39120,22100,Poor,3,2024-01-20,8080,Business,Individual,Facebook Marketplace,No,0,0,28,8256,Extended,Not Returned,Yes,No,,0,208.8,1.89,63.9,3.2,West,Nagpur,Resold
EC02824,PRD02824,Gaming,VR Headset,ASUS,2025-06-09,117930,83590,Good,2,2027-07-09,50370,Individual,Business,Cashify,Yes,14040,1,25,9701,Expired,Not Returned,Yes,No,,0,291.81,3.31,72.5,4.2,South,Hyderabad,Resold
EC02825,PRD02825,Home Appliances,Washing Machine,Daikin,2025-08-09,58270,44070,Fair,2,2026-08-09,19530,Business,Individual,OLX,No,0,1,12,5617,Active,Not Returned,Yes,Yes,2026-09-12,19.3,269.15,19.51,63,3.9,North,Chandigarh,Resold
EC02826,PRD02826,Laptops,IdeaPad,Apple,2025-04-27,51680,47510,Good,4,2027-10-27,20280,Individual,Individual,Facebook Marketplace,No,0,0,30,9885,Expired,Returned,Yes,No,,0,205.2,2.03,64.3,4.1,East,Bhubaneswar,Refurbished
EC02827,PRD02827,Gaming,Controller,Lenovo,2024-10-29,115710,55540,Like New,1,2026-12-29,67650,Individual,Individual,Facebook Marketplace,Yes,12640,1,26,11054,Expired,Not Returned,Yes,No,,0,513.56,8.03,62.9,3.6,South,Vijayawada,Resold
EC02828,PRD02828,Fashion,Denim,Adidas,2022-09-29,28130,26720,Good,2,2026-01-29,10760,Business,Individual,Amazon Renewed,No,0,0,40,7167,Expired,Not Returned,Yes,No,,0,107.82,1.97,54.1,3.8,North,Jaipur,Resold
EC02829,PRD02829,Furniture,Dining Set,Pepperfry,2024-04-05,46820,27930,Like New,1,2024-10-05,32410,Individual,Individual,Local Dealer,No,0,1,6,4666,Active,Not Returned,Yes,Yes,2025-01-01,26.41,30.63,8.03,68.7,4,South,Kochi,Refurbished
EC02830,PRD02830,Smartphones,Galaxy S Series,Apple,2025-11-12,93900,43700,Good,3,2029-10-12,34580,Individual,Individual,Local Dealer,No,0,0,47,8126,Expired,Not Returned,Yes,No,,0,332.75,3.39,54,4.4,East,Guwahati,Refurbished
EC02831,PRD02831,Smartphones,OnePlus,Samsung,2022-04-04,87750,52300,Fair,2,2024-06-04,28550,Individual,Individual,Facebook Marketplace,Yes,13980,0,26,11992,Expired,Not Returned,Yes,No,,0,174.31,6.71,64.6,4.1,East,Bhubaneswar,Resold
EC02832,PRD02832,Home Appliances,Vacuum Cleaner,Whirlpool,2023-09-26,32330,27750,Good,4,2026-02-26,15280,Individual,Business,Facebook Marketplace,Yes,4850,4,29,7268,Expired,Not Returned,Yes,No,,0,180.81,0.6,79.5,4.5,West,Ahmedabad,Refurbished
EC02833,PRD02833,Home Appliances,Refrigerator,IFB,2024-07-27,111020,71410,Good,2,2025-10-27,61200,Business,Business,Facebook Marketplace,No,0,0,15,11047,Expired,Not Returned,Yes,Yes,2025-11-08,73.1,309.96,33.11,65.1,4.3,North,Chandigarh,Refurbished
EC02834,PRD02834,Smartphones,Xperia,Samsung,2022-12-01,135110,114270,Good,1,2026-05-01,52060,Individual,Individual,Amazon Renewed,No,0,1,41,3150,Expired,Not Returned,Yes,No,,0,214.15,5.8,39.9,3.4,South,Kochi,Refurbished
EC02835,PRD02835,Laptops,Inspiron,Apple,2021-10-29,58750,42200,Good,1,2022-02-28,29360,Individual,Individual,OLX,Yes,8610,3,4,111,Active,Not Returned,Yes,No,,0,225.2,4.28,61.6,4.1,East,Patna,Refurbished
EC02836,PRD02836,Furniture,Study Table,Urban Ladder,2025-04-04,80980,55840,Good,5,2029-01-04,30990,Individual,Individual,Amazon Renewed,No,0,3,45,1898,Expired,Not Returned,Yes,No,,0,316.7,2.43,69.7,3.5,North,Noida,Refurbished
EC02837,PRD02837,Laptops,MacBook Air,Apple,2025-05-23,27590,17680,Like New,3,2027-10-23,16070,Individual,Individual,OLX,No,0,3,29,9104,Expired,Not Returned,Yes,No,,0,96.47,0.53,52.6,4.8,North,Noida,Landfill
EC02838,PRD02838,Cameras,Camcorder,Canon,2024-05-26,23000,21550,Good,3,2027-05-26,9510,Individual,Business,Facebook Marketplace,Yes,2940,0,36,8944,Expired,Not Returned,Yes,No,,0,121.52,1.63,61.9,2.5,East,Kolkata,Landfill
EC02839,PRD02839,Home Appliances,Air Conditioner,IFB,2024-01-31,57280,27580,Good,3,2027-06-30,23670,Individual,Individual,EchoChain Marketplace,No,0,0,41,3367,Expired,Not Returned,Yes,No,,0,161.11,4.55,59.4,4.7,North,Lucknow,Resold
EC02840,PRD02840,Laptops,Inspiron,Lenovo,2022-07-08,63420,53860,Good,1,2027-01-08,24200,Individual,Individual,Local Dealer,No,0,1,54,11539,Expired,Not Returned,Yes,No,,0,85.87,2.62,33.4,4,West,Mumbai,Resold
EC02841,PRD02841,Home Appliances,Refrigerator,LG,2021-10-15,36130,24180,Good,2,2026-07-15,12500,Individual,Individual,Local Dealer,No,0,3,57,8868,Extended,Not Returned,Yes,No,,0,104.13,2.18,50.5,4,North,Jaipur,Resold
EC02842,PRD02842,Audio,Wireless Earbuds,Sony,2024-04-05,20170,14780,Fair,5,2027-10-05,5700,Individual,Individual,Cashify,No,0,0,42,11347,Expired,Not Returned,Yes,No,,0,113.26,1.48,65,3,North,Jaipur,Refurbished
EC02843,PRD02843,Audio,Headphones,JBL,2022-09-13,7850,3720,Fair,5,2027-09-13,1960,Business,Business,Local Dealer,Yes,560,0,60,11684,Expired,Not Returned,Yes,No,,0,21.72,0.39,80.5,2.7,West,Mumbai,Resold
EC02844,PRD02844,Smartphones,OnePlus,Samsung,2023-10-03,102210,80230,Fair,3,2027-09-03,27920,Individual,Individual,OLX,Yes,16120,2,47,10162,Expired,Not Returned,Yes,No,,0,638.81,5.16,68.4,4.4,South,Chennai,Refurbished
EC02845,PRD02845,Home Appliances,Washing Machine,IFB,2021-02-05,105820,78740,Fair,5,2025-10-05,23650,Individual,Individual,Amazon Renewed,Yes,14380,0,56,3237,Extended,Not Returned,Yes,Yes,2025-11-07,51.46,305.3,10.66,89.9,5,North,Jaipur,Resold
EC02846,PRD02846,Cameras,Action Camera,GoPro,2023-01-14,170480,109690,Poor,2,2024-06-14,37330,Individual,Individual,Facebook Marketplace,No,0,1,17,783,Expired,Not Returned,No,No,,0,689.31,9.77,54.4,4.3,South,Vijayawada,Recycled
EC02847,PRD02847,Smartphones,Pixel,Sony,2025-10-31,43160,39570,Fair,3,2028-08-31,12200,Individual,Business,Facebook Marketplace,No,0,1,34,9523,Expired,Not Returned,No,No,,0,259.83,0.66,51.7,3.4,East,Bhubaneswar,Resold
EC02848,PRD02848,Fashion,Sneakers,Fossil,2021-12-19,8620,4440,Good,1,2025-06-19,3770,Individual,Individual,Local Dealer,No,0,0,42,8920,Expired,Not Returned,Yes,No,,0,6.13,0.6,38.4,3.8,East,Guwahati,Recycled
EC02849,PRD02849,Furniture,Dining Set,Godrej,2025-08-27,5820,3650,Good,2,2029-08-27,2160,Business,Individual,EchoChain Marketplace,Yes,430,1,48,811,Extended,Not Returned,Yes,No,,0,13.64,0.3,59.9,5,East,Ranchi,Resold
EC02850,PRD02850,Laptops,MacBook Air,Acer,2021-03-14,152500,141800,Fair,2,2022-01-14,53840,Individual,Individual,Facebook Marketplace,Yes,23830,0,10,3272,Active,Not Returned,Yes,No,,0,291.57,6.08,72.5,3.4,South,Hyderabad,Refurbished
EC02851,PRD02851,Home Appliances,Refrigerator,Whirlpool,2022-10-10,65130,44330,Fair,2,2027-07-10,15910,Individual,Individual,Facebook Marketplace,No,0,1,57,10360,Expired,Not Returned,Yes,No,,0,269.34,4.88,45.8,2.9,East,Bhubaneswar,Resold
EC02852,PRD02852,Audio,Bluetooth Speaker,Boat,2024-10-08,41880,25440,Good,1,2025-03-08,21520,Individual,Individual,Local Dealer,No,0,0,5,6205,Active,Not Returned,Yes,No,,0,59.9,1.21,49.6,3.6,South,Hyderabad,Resold
EC02853,PRD02853,Home Appliances,Refrigerator,Samsung,2023-12-30,64930,55240,Good,1,2025-10-30,29040,Individual,Individual,Cashify,Yes,3870,0,22,1426,Expired,Not Returned,Yes,Yes,2026-01-04,22.1,210.08,25.46,71,3.2,East,Ranchi,Resold
EC02854,PRD02854,Furniture,Bookshelf,IKEA,2022-03-01,77060,72930,Fair,2,2023-01-01,28130,Individual,Business,OLX,No,0,1,10,1003,Active,Not Returned,Yes,Yes,2023-04-22,56.92,132.5,18.93,65.5,3.1,South,Bengaluru,Resold
EC02855,PRD02855,Audio,Headphones,Boat,2023-09-26,16620,8330,Good,3,2027-12-26,6440,Business,Individual,Amazon Renewed,No,0,4,51,10744,Expired,Not Returned,Yes,No,,0,78.5,0.47,58.3,4.7,West,Mumbai,Recycled
EC02856,PRD02856,Laptops,IdeaPad,Dell,2022-12-09,31160,18110,Fair,1,2027-01-09,8690,Individual,Individual,EchoChain Marketplace,No,0,0,49,5513,Expired,Not Returned,Yes,No,,0,25.42,0.73,45.9,3.8,South,Chennai,Refurbished
EC02857,PRD02857,Laptops,MacBook Air,HP,2025-12-10,100490,94930,Good,2,2030-09-10,33890,Individual,Individual,OLX,Yes,10790,1,57,8531,Expired,Not Returned,Yes,No,,0,671.29,3.88,61.2,4.8,South,Chennai,Refurbished
EC02858,PRD02858,Furniture,Sofa,Wakefit,2022-07-15,69270,39840,Good,1,2023-10-15,33200,Individual,Individual,Cashify,No,0,3,15,1454,Expired,Not Returned,Yes,Yes,2024-01-11,37.64,41.03,13.64,55.6,4.1,South,Vijayawada,Recycled
EC02859,PRD02859,Fashion,Denim,Fossil,2023-04-08,29530,15120,Good,2,2023-08-08,15320,Business,Individual,OLX,Yes,1270,0,4,380,Active,Not Returned,Yes,No,,0,116.67,1.19,68.2,4.9,East,Guwahati,Refurbished
EC02860,PRD02860,Home Appliances,Washing Machine,Whirlpool,2025-07-24,34300,32220,Good,2,2028-07-24,13540,Individual,Individual,Facebook Marketplace,Yes,1980,4,36,10423,Extended,Not Returned,Yes,No,,0,101.93,2.02,63.7,3.5,South,Bengaluru,Resold
EC02861,PRD02861,Smartphones,Pixel,Google,2023-08-14,32450,22890,Good,3,2027-03-14,11390,Individual,Individual,OLX,No,0,0,43,11110,Expired,Not Returned,Yes,No,,0,132.67,1.71,53.9,4.7,East,Guwahati,Refurbished
EC02862,PRD02862,Gaming,Gaming Laptop,Microsoft,2022-06-01,15080,12910,Good,2,2024-09-01,7260,Individual,Individual,Local Dealer,No,0,1,27,10829,Expired,Not Returned,Yes,No,,0,76.32,1.05,46.6,4.2,East,Bhubaneswar,Resold
EC02863,PRD02863,Smartphones,Pixel,OnePlus,2022-03-04,10660,9070,Good,1,2024-12-04,5020,Business,Individual,OLX,Yes,1290,1,33,4374,Expired,Not Returned,Yes,No,,0,43.31,0.24,66.4,3.8,South,Hyderabad,Resold
EC02864,PRD02864,Laptops,MacBook Air,HP,2025-04-12,66100,33980,Good,1,2027-09-12,32160,Business,Individual,Amazon Renewed,No,0,1,29,9090,Expired,Not Returned,No,No,,0,115.41,4.24,44.1,3.9,East,Kolkata,Resold
EC02865,PRD02865,Fashion,Backpack,Adidas,2021-06-09,43900,19960,Fair,3,2026-03-09,10900,Individual,Individual,Amazon Renewed,Yes,3200,1,57,1701,Extended,Not Returned,Yes,No,,0,194,3.38,68.6,3.8,South,Vijayawada,Resold
EC02866,PRD02866,Gaming,Gaming Console,Sony,2021-05-29,123530,108850,Like New,2,2022-04-29,85700,Individual,Individual,OLX,No,0,1,11,9507,Active,Not Returned,Yes,No,,0,510.3,4.54,58.7,5,North,Jaipur,Recycled
EC02867,PRD02867,Furniture,Dining Set,Pepperfry,2023-02-15,28710,22520,Good,3,2026-03-15,12410,Business,Individual,Local Dealer,Yes,3380,3,37,9482,Expired,Not Returned,Yes,No,,0,98.83,0.78,71,3.6,South,Hyderabad,Resold
EC02868,PRD02868,Laptops,MacBook Air,Acer,2024-06-07,133880,91030,Like New,1,2027-08-07,70870,Business,Business,Cashify,No,0,0,38,10935,Expired,Not Returned,No,No,,0,89.55,9.67,50.5,4.2,East,Ranchi,Recycled
EC02869,PRD02869,Smartphones,Xperia,Samsung,2025-10-02,59740,28150,Good,1,2029-01-02,25610,Business,Individual,OLX,Yes,3040,0,39,8501,Expired,Returned,Yes,No,,0,252.8,0.81,53.9,5,South,Bengaluru,Resold
EC02870,PRD02870,Smartphones,Galaxy S Series,Apple,2025-05-05,73240,57150,Good,2,2027-07-05,33990,Individual,Individual,OLX,No,0,1,26,4207,Expired,Returned,Yes,No,,0,216.82,4.41,56.7,3.7,West,Pune,Resold
EC02871,PRD02871,Laptops,MacBook Air,Dell,2021-03-08,174180,160510,Good,1,2022-02-08,80950,Individual,Business,OLX,No,0,1,11,8437,Active,Not Returned,Yes,No,,0,304.79,2.79,51.3,4.4,West,Surat,Refurbished
EC02872,PRD02872,Smartphones,Galaxy S Series,OnePlus,2023-10-11,106810,59270,Good,2,2026-08-11,44580,Business,Business,EchoChain Marketplace,No,0,1,34,5836,Expired,Not Returned,Yes,Yes,2026-12-03,86.98,446.21,39.7,64.2,4.2,North,Jaipur,Recycled
EC02873,PRD02873,Home Appliances,Microwave,Samsung,2022-01-16,87440,50210,Like New,1,2024-11-16,46350,Individual,Individual,Cashify,No,0,2,34,8996,Expired,Not Returned,Yes,No,,0,96.12,4.42,40.6,3.8,West,Ahmedabad,Recycled
EC02874,PRD02874,Laptops,Pavilion,HP,2021-02-27,95790,69210,Good,3,2021-08-27,52570,Individual,Individual,Cashify,No,0,1,6,3204,Active,Not Returned,No,No,,0,442.46,1.74,61.5,4.7,East,Bhubaneswar,Refurbished
EC02875,PRD02875,Furniture,Office Chair,Wakefit,2024-07-06,34530,20910,Good,2,2027-05-06,13460,Individual,Business,Amazon Renewed,No,0,2,34,7660,Expired,Not Returned,Yes,No,,0,77.06,2.47,52.5,3.6,South,Vijayawada,Recycled
EC02876,PRD02876,Gaming,Controller,Microsoft,2021-12-08,16600,11390,Like New,2,2023-01-08,9590,Individual,Business,Cashify,Yes,1250,1,13,2406,Extended,Not Returned,Yes,No,,0,50.29,0.59,76.5,4,South,Kochi,Recycled
EC02877,PRD02877,Fashion,Jacket,Fossil,2024-02-28,15250,10830,Good,3,2024-07-28,8140,Individual,Individual,Facebook Marketplace,No,0,4,5,3467,Active,Not Returned,Yes,No,,0,32.16,0.57,57.9,4.1,East,Guwahati,Recycled
EC02878,PRD02878,Fashion,Watch,Nike,2022-12-28,18320,10550,Good,3,2025-01-28,8580,Individual,Individual,Amazon Renewed,Yes,1100,2,25,9774,Expired,Not Returned,No,No,,0,66.95,1.39,71.6,4.8,North,Chandigarh,Refurbished
EC02879,PRD02879,Smartphones,Galaxy S Series,Sony,2024-04-10,98740,60810,Good,1,2027-02-10,41150,Business,Individual,Facebook Marketplace,No,0,0,34,9828,Expired,Not Returned,No,No,,0,57.4,3.37,44,4.3,North,Jaipur,Resold
EC02880,PRD02880,Smartphones,Pixel,Google,2023-02-09,116370,80410,Good,1,2026-12-09,46830,Individual,Individual,Amazon Renewed,Yes,13320,1,46,4867,Expired,Not Returned,Yes,No,,0,547.12,6.18,44.4,4.2,West,Surat,Resold
EC02881,PRD02881,Gaming,VR Headset,Sony,2022-09-06,76150,49120,Like New,1,2025-10-06,42530,Individual,Business,OLX,No,0,2,37,3172,Extended,Not Returned,Yes,Yes,2025-12-31,31.67,41.96,16.55,57.7,4.3,South,Bengaluru,Recycled
EC02882,PRD02882,Laptops,Pavilion,HP,2024-05-17,30710,14580,Poor,2,2024-11-17,7120,Individual,Individual,Amazon Renewed,No,0,1,6,3766,Active,Not Returned,Yes,No,,0,50.62,0.75,68.4,3.3,South,Hyderabad,Recycled
EC02883,PRD02883,Smartphones,Xperia,Apple,2021-12-20,111840,62740,Poor,1,2025-02-20,19000,Individual,Individual,Amazon Renewed,No,0,2,38,1818,Expired,Not Returned,Yes,No,,0,171.57,4.25,36.9,2.9,East,Ranchi,Resold
EC02884,PRD02884,Furniture,Sofa,Pepperfry,2025-02-03,84540,41570,Good,1,2028-09-03,31090,Individual,Individual,Amazon Renewed,Yes,10180,1,43,11765,Expired,Not Returned,Yes,No,,0,531.84,1.54,67.7,4.3,West,Surat,Recycled
EC02885,PRD02885,Smartphones,Pixel,OnePlus,2025-12-27,45830,43530,Like New,1,2026-12-27,26360,Individual,Individual,Amazon Renewed,No,0,1,12,8366,Active,Not Returned,Yes,No,,0,65.43,3.27,52,2.3,West,Pune,Resold
EC02886,PRD02886,Home Appliances,Washing Machine,Whirlpool,2021-04-26,108890,57230,Like New,1,2024-10-26,58680,Individual,Individual,Cashify,No,0,3,42,5597,Expired,Not Returned,Yes,No,,0,138.58,1.52,51.8,4,North,Delhi,Resold
EC02887,PRD02887,Smartphones,iPhone,Google,2024-07-11,56150,42900,Good,2,2029-02-11,19000,Individual,Individual,Facebook Marketplace,No,0,0,55,5856,Expired,Not Returned,Yes,No,,0,213.62,3.25,52.4,5,East,Bhubaneswar,Resold
EC02888,PRD02888,Smartphones,Galaxy S Series,Apple,2022-10-24,68830,56520,Good,1,2026-06-24,26760,Individual,Individual,Amazon Renewed,No,0,2,44,10460,Expired,Not Returned,Yes,No,,0,124.81,1.14,48.7,3.9,West,Mumbai,Resold
EC02889,PRD02889,Cameras,Action Camera,Panasonic,2025-01-05,36790,23760,Good,1,2027-08-05,17500,Individual,Individual,Local Dealer,No,0,2,31,2473,Expired,Not Returned,Yes,No,,0,27.05,1.12,42.7,3.2,West,Pune,Resold
EC02890,PRD02890,Audio,Soundbar,Sennheiser,2025-04-21,45140,33540,Fair,1,2029-07-21,12930,Individual,Individual,OLX,Yes,3540,2,51,9549,Extended,Not Returned,Yes,No,,0,134.47,1.2,55.2,1.9,East,Bhubaneswar,Resold
EC02891,PRD02891,Gaming,VR Headset,ASUS,2022-03-29,108830,101070,Good,1,2026-03-29,41070,Individual,Individual,EchoChain Marketplace,Yes,13880,1,48,3100,Expired,Not Returned,Yes,No,,0,345.27,4.98,49.2,3.8,North,Delhi,Resold
EC02892,PRD02892,Furniture,Sofa,Godrej,2025-02-09,29020,20980,Fair,1,2027-11-09,9880,Business,Individual,Cashify,Yes,1160,1,33,6718,Expired,Not Returned,Yes,No,,0,169.59,0.48,58,3.9,South,Bengaluru,Recycled
EC02893,PRD02893,Cameras,Camcorder,GoPro,2021-10-14,189280,122450,Good,2,2024-05-14,91740,Individual,Business,OLX,No,0,0,31,8636,Expired,Returned,Yes,No,,0,592.22,14.47,55.2,4,North,Chandigarh,Recycled
EC02894,PRD02894,Furniture,Dining Set,Wakefit,2024-08-19,84620,69260,Like New,2,2025-02-19,53960,Individual,Individual,Cashify,No,0,3,6,5115,Active,Returned,Yes,No,,0,220.45,1.79,51.1,3.4,West,Surat,Landfill
EC02895,PRD02895,Smartphones,Pixel,Google,2023-10-14,50660,28540,Good,3,2024-02-14,30490,Individual,Individual,OLX,No,0,0,4,53,Active,Not Returned,Yes,Yes,2024-03-21,15.07,190.63,12.95,69.5,3.4,South,Hyderabad,Recycled
EC02896,PRD02896,Home Appliances,Vacuum Cleaner,Samsung,2021-11-07,76400,40680,Like New,2,2024-10-07,43780,Business,Business,OLX,Yes,11870,1,35,4182,Expired,Not Returned,Yes,No,,0,459.43,5.51,68,4.7,West,Pune,Resold
EC02897,PRD02897,Smartphones,Galaxy S Series,Google,2021-07-27,137350,91710,Like New,2,2025-09-27,63050,Individual,Individual,Cashify,Yes,16110,1,50,5123,Expired,Returned,No,No,,0,439.59,9.29,65.5,4.7,South,Kochi,Resold
EC02898,PRD02898,Laptops,ThinkPad,Apple,2022-09-10,164230,89950,Fair,2,2023-10-10,54300,Individual,Individual,EchoChain Marketplace,No,0,0,13,6895,Expired,Not Returned,Yes,No,,0,700.66,5.99,55.2,3.5,North,Chandigarh,Resold
EC02899,PRD02899,Fashion,Jacket,Adidas,2022-03-22,27560,20850,Fair,2,2025-03-22,7820,Individual,Individual,EchoChain Marketplace,No,0,3,36,7255,Expired,Not Returned,Yes,No,,0,165.28,1.47,49.6,3.8,West,Ahmedabad,Resold
EC02900,PRD02900,Home Appliances,Vacuum Cleaner,IFB,2022-11-01,97290,44360,Good,2,2024-12-01,43720,Individual,Individual,Facebook Marketplace,No,0,4,25,3818,Extended,Not Returned,No,No,,0,416.55,1.5,56.1,3.9,West,Mumbai,Resold
EC02901,PRD02901,Home Appliances,Refrigerator,Samsung,2022-09-25,50720,40210,Good,4,2025-08-25,18920,Individual,Individual,OLX,No,0,0,35,5603,Expired,Not Returned,Yes,No,,0,195.11,2.09,59.6,4.1,West,Surat,Resold
EC02902,PRD02902,Laptops,ThinkPad,Apple,2021-02-24,83010,46590,Good,1,2025-11-24,27570,Individual,Individual,EchoChain Marketplace,No,0,0,57,7910,Expired,Not Returned,Yes,No,,0,84.45,3.72,36.4,4.5,East,Guwahati,Recycled
EC02903,PRD02903,Home Appliances,Washing Machine,IFB,2023-07-01,100540,76680,Good,2,2025-07-01,42670,Individual,Individual,OLX,No,0,0,24,8374,Expired,Not Returned,Yes,No,,0,495.14,6,60,3.2,South,Bengaluru,Refurbished
EC02904,PRD02904,Laptops,MacBook Air,Dell,2023-11-02,90790,73250,Fair,1,2026-08-02,29600,Individual,Individual,Facebook Marketplace,No,0,2,33,7379,Extended,Not Returned,Yes,Yes,2026-10-27,65.35,142.25,12.09,55.7,3.6,North,Delhi,Resold
EC02905,PRD02905,Furniture,Bookshelf,Pepperfry,2022-10-19,20430,10820,Fair,3,2025-09-19,6180,Individual,Individual,Amazon Renewed,No,0,2,35,4422,Expired,Not Returned,Yes,No,,0,82.18,1.37,64.5,3.9,West,Surat,Refurbished
EC02906,PRD02906,Home Appliances,Vacuum Cleaner,Daikin,2024-11-24,110490,66780,Good,2,2027-07-24,48850,Individual,Individual,Cashify,No,0,2,32,2911,Extended,Not Returned,Yes,No,,0,434.57,7.14,61.7,3.6,North,Jaipur,Resold
EC02907,PRD02907,Gaming,Gaming Laptop,Sony,2025-07-30,33170,27810,Fair,1,2027-06-30,11010,Individual,Individual,Facebook Marketplace,Yes,2380,1,23,2111,Expired,Not Returned,Yes,No,,0,120.53,2.48,56.9,2.8,North,Delhi,Recycled
EC02908,PRD02908,Fashion,Backpack,Nike,2023-09-07,15890,10850,Poor,4,2025-02-07,3450,Individual,Individual,Local Dealer,Yes,1380,2,17,9423,Expired,Returned,No,No,,0,29.75,0.21,76.6,3.7,South,Chennai,Refurbished
EC02909,PRD02909,Furniture,Study Table,Pepperfry,2022-05-30,43450,21430,Like New,3,2026-10-30,21060,Individual,Individual,Amazon Renewed,No,0,0,53,3743,Expired,Not Returned,Yes,Yes,2027-02-08,11.9,143.04,16.13,58.7,2.3,West,Pune,Resold
EC02910,PRD02910,Audio,Bluetooth Speaker,Sennheiser,2025-08-07,31210,17950,Fair,1,2029-08-07,8710,Individual,Individual,Cashify,Yes,3420,0,48,10841,Extended,Not Returned,Yes,No,,0,189.63,0.75,57.7,4.4,West,Pune,Refurbished
EC02911,PRD02911,Fashion,Watch,Adidas,2025-04-15,10110,8060,Poor,1,2029-05-15,1560,Individual,Individual,EchoChain Marketplace,Yes,730,2,49,3912,Expired,Not Returned,No,No,,0,67.59,0.55,50.4,3.7,East,Guwahati,Refurbished
EC02912,PRD02912,Laptops,Inspiron,Lenovo,2021-08-25,57810,54370,Good,3,2026-08-25,18230,Individual,Business,OLX,No,0,0,60,11873,Expired,Not Returned,Yes,No,,0,365.57,1.58,46.8,3.7,East,Bhubaneswar,Refurbished
EC02913,PRD02913,Smartphones,Galaxy S Series,Samsung,2024-07-26,139290,124050,Good,1,2028-12-26,47180,Business,Individual,OLX,No,0,1,53,2312,Extended,Not Returned,Yes,Yes,2029-02-27,84.23,139.75,26.29,51.4,3.5,East,Ranchi,Resold
EC02914,PRD02914,Fashion,Watch,Levi's,2021-12-14,24730,13920,Good,2,2025-02-14,10300,Business,Individual,Facebook Marketplace,No,0,2,38,11747,Extended,Not Returned,Yes,No,,0,82.94,1.78,44.8,3.2,South,Vijayawada,Refurbished
EC02915,PRD02915,Audio,Smart Speaker,Sennheiser,2022-09-19,22100,10760,Good,3,2026-06-19,7520,Individual,Individual,Amazon Renewed,No,0,2,45,6447,Expired,Not Returned,Yes,No,,0,100.66,1.25,61.2,4.2,South,Bengaluru,Resold
EC02916,PRD02916,Gaming,VR Headset,ASUS,2024-02-02,14130,9720,Fair,2,2026-02-02,4220,Business,Individual,EchoChain Marketplace,Yes,1000,2,24,6533,Extended,Not Returned,No,No,,0,48.49,1.05,65.6,4.1,West,Pune,Refurbished
EC02917,PRD02917,Smartphones,Xperia,Samsung,2022-09-22,26460,21360,Fair,2,2027-01-22,6460,Business,Individual,OLX,No,0,1,52,4130,Expired,Not Returned,Yes,No,,0,77.49,1.24,41.9,3.8,West,Ahmedabad,Recycled
EC02918,PRD02918,Laptops,Pavilion,Acer,2025-03-21,63040,38090,Fair,1,2029-12-21,16690,Individual,Business,Facebook Marketplace,No,0,3,57,7976,Expired,Returned,Yes,No,,0,82.17,1.4,34.9,4.7,North,Delhi,Recycled
EC02919,PRD02919,Fashion,Sneakers,Nike,2024-06-25,26690,20690,Poor,2,2028-02-25,4780,Individual,Business,OLX,No,0,0,44,802,Expired,Not Returned,No,No,,0,154.77,1.25,50.2,3.7,North,Jaipur,Refurbished
EC02920,PRD02920,Fashion,Backpack,Fossil,2021-12-30,39830,25110,Good,3,2025-11-30,13310,Individual,Individual,Cashify,Yes,6070,3,47,10584,Expired,Not Returned,Yes,No,,0,172.15,2.36,65.8,4.2,South,Chennai,Resold
