Listing_ID,Product_ID,Product_Category,Product_Name,Brand,Condition,Market_Value_INR,Listing_Price_INR,Seller_Type,Buyer_Type,Platform,Refurbished,Refurbishment_Cost_INR,Repair_Count,Product_Age_Months,Usage_Hours,Warranty_Status,Return_Status,Region,City,Customer_Rating,Final_Disposition
LISTING_00147,PRD00147,Gaming,Gaming Console,Microsoft,Fair,6030,5670,Business,Individual,Cashify,No,0,1,9,6796,Active,Not Returned,East,Patna,3.9,Recycled
LISTING_00148,PRD00148,Smartphones,Galaxy S Series,Sony,Good,13220,6350,Individual,Individual,Cashify,No,0,2,25,4915,Expired,Not Returned,North,Chandigarh,4.0,Resold
LISTING_00149,PRD00149,Smartphones,Xperia,Apple,Fair,116250,33930,Individual,Individual,Local Dealer,Yes,16170,0,45,927,Expired,Not Returned,South,Kochi,3.6,Refurbished
LISTING_00150,PRD00150,Smartphones,Pixel,OnePlus,Good,15080,9660,Individual,Individual,OLX,No,0,0,12,8762,Active,Not Returned,North,Chandigarh,4.3,Recycled
LISTING_00151,PRD00151,Smartphones,iPhone,Sony,Good,91530,53030,Individual,Individual,Local Dealer,Yes,4250,0,5,6774,Active,Not Returned,West,Nagpur,3.6,Resold
LISTING_00152,PRD00152,Gaming,VR Headset,Microsoft,Like New,6380,7580,Individual,Individual,EchoChain Marketplace,Yes,1320,2,5,6658,Active,Not Returned,North,Chandigarh,3.2,Landfill
LISTING_00153,PRD00153,Gaming,Gaming Laptop,ASUS,Good,63280,29100,Individual,Individual,Cashify,No,0,1,37,9429,Expired,Not Returned,West,Ahmedabad,3.8,Resold
LISTING_00154,PRD00154,Laptops,MacBook Air,Acer,Good,125790,61840,Individual,Individual,Cashify,No,0,0,44,6603,Extended,Not Returned,South,Hyderabad,3.8,Refurbished
LISTING_00155,PRD00155,Smartphones,Xperia,Google,Like New,14500,16830,Individual,Individual,Cashify,No,0,1,23,7479,Expired,Not Returned,North,Chandigarh,3.2,Refurbished
LISTING_00156,PRD00156,Home Appliances,Refrigerator,Daikin,Good,64790,51950,Business,Individual,OLX,No,0,2,6,8147,Active,Not Returned,West,Mumbai,4.0,Refurbished
LISTING_00157,PRD00157,Audio,Wireless Earbuds,Bose,Like New,30280,22680,Business,Individual,Facebook Marketplace,No,0,0,42,11268,Expired,Not Returned,East,Kolkata,3.3,Landfill
LISTING_00158,PRD00158,Laptops,Pavilion,Apple,Good,88350,61950,Individual,Individual,Cashify,No,0,2,26,6151,Expired,Returned,East,Bhubaneswar,4.2,Resold
LISTING_00159,PRD00159,Gaming,Controller,ASUS,Fair,51410,23260,Individual,Individual,OLX,No,0,0,25,4320,Expired,Not Returned,East,Patna,4.2,Resold
LISTING_00160,PRD00160,Furniture,Office Chair,Wakefit,Fair,39300,12070,Individual,Business,Local Dealer,Yes,3640,1,58,8881,Expired,Not Returned,North,Jaipur,4.0,Refurbished
LISTING_00161,PRD00161,Smartphones,OnePlus,Samsung,Like New,73090,54800,Individual,Individual,Cashify,No,0,1,18,3804,Expired,Not Returned,South,Vijayawada,5.0,Recycled
LISTING_00162,PRD00162,Smartphones,Pixel,Apple,Poor,72310,28640,Individual,Individual,OLX,Yes,12390,0,6,11432,Active,Not Returned,East,Bhubaneswar,3.1,Resold
LISTING_00163,PRD00163,Home Appliances,Washing Machine,IFB,Good,44170,23030,Individual,Individual,Amazon Renewed,No,0,1,38,10034,Expired,Not Returned,East,Ranchi,4.4,Resold
LISTING_00164,PRD00164,Furniture,Office Chair,Pepperfry,Fair,29800,13270,Business,Individual,EchoChain Marketplace,No,0,0,37,3786,Expired,Not Returned,West,Ahmedabad,2.6,Resold
LISTING_00165,PRD00165,Fashion,Watch,Nike,Like New,20270,16960,Business,Business,Facebook Marketplace,No,0,0,24,7915,Expired,Not Returned,South,Vijayawada,4.2,Resold
LISTING_00166,PRD00166,Smartphones,Xperia,Sony,Fair,45500,14880,Individual,Individual,Facebook Marketplace,Yes,7320,0,43,4103,Expired,Not Returned,East,Guwahati,2.3,Resold
LISTING_00167,PRD00167,Cameras,Lens,Panasonic,Fair,25750,15000,Individual,Individual,Local Dealer,No,0,1,58,9440,Expired,Not Returned,South,Kochi,4.0,Resold
LISTING_00168,PRD00168,Audio,Wireless Earbuds,JBL,Poor,41720,9500,Individual,Individual,Facebook Marketplace,No,0,0,24,2451,Extended,Not Returned,South,Bengaluru,3.3,Refurbished
LISTING_00169,PRD00169,Fashion,Watch,Fossil,Fair,3440,1650,Individual,Individual,Cashify,Yes,320,0,26,5348,Expired,Not Returned,North,Jaipur,4.0,Refurbished
LISTING_00170,PRD00170,Smartphones,OnePlus,OnePlus,Like New,97350,42290,Individual,Individual,Facebook Marketplace,Yes,16270,4,52,4180,Expired,Not Returned,West,Mumbai,4.8,Refurbished
LISTING_00171,PRD00171,Gaming,Gaming Console,Sony,Poor,22490,4620,Individual,Business,Facebook Marketplace,Yes,1630,0,59,5498,Extended,Not Returned,East,Patna,3.5,Resold
LISTING_00172,PRD00172,Smartphones,iPhone,Apple,Fair,48720,33990,Business,Individual,Local Dealer,No,0,0,41,2503,Expired,Not Returned,North,Noida,3.0,Landfill
LISTING_00173,PRD00173,Home Appliances,Microwave,Whirlpool,Like New,18890,10420,Individual,Business,OLX,No,0,0,37,4100,Expired,Not Returned,North,Chandigarh,4.8,Resold
LISTING_00174,PRD00174,Gaming,Gaming Laptop,ASUS,Good,103160,58920,Individual,Individual,EchoChain Marketplace,No,0,0,57,11263,Expired,Returned,West,Mumbai,4.1,Resold
LISTING_00175,PRD00175,Laptops,ThinkPad,Apple,Good,80850,74180,Individual,Individual,EchoChain Marketplace,No,0,0,36,607,Expired,Returned,West,Nagpur,3.6,Refurbished
LISTING_00176,PRD00176,Fashion,Backpack,Fossil,Fair,6870,2820,Individual,Individual,Amazon Renewed,No,0,1,4,8325,Active,Not Returned,West,Surat,4.1,Recycled
LISTING_00177,PRD00177,Furniture,Study Table,Wakefit,Good,19080,10120,Business,Business,OLX,Yes,1360,1,54,609,Expired,Returned,North,Delhi,4.1,Refurbished
LISTING_00178,PRD00178,Smartphones,iPhone,Apple,Fair,52390,22130,Business,Individual,Amazon Renewed,Yes,6600,1,40,1598,Expired,Not Returned,East,Patna,4.0,Refurbished
LISTING_00179,PRD00179,Cameras,Camcorder,GoPro,Good,43000,32210,Business,Business,EchoChain Marketplace,No,0,2,13,1230,Expired,Not Returned,South,Bengaluru,4.7,Refurbished
LISTING_00180,PRD00180,Laptops,Pavilion,Acer,Good,69960,32870,Individual,Individual,Cashify,Yes,2450,1,29,156,Expired,Not Returned,North,Chandigarh,4.6,Resold
LISTING_00181,PRD00181,Laptops,Inspiron,Dell,Fair,52510,23440,Individual,Individual,EchoChain Marketplace,No,0,1,15,10230,Expired,Not Returned,South,Bengaluru,4.4,Refurbished
LISTING_00182,PRD00182,Smartphones,Xperia,OnePlus,Like New,84180,39240,Individual,Individual,EchoChain Marketplace,No,0,2,56,2368,Extended,Not Returned,East,Guwahati,4.3,Resold
LISTING_00183,PRD00183,Gaming,Gaming Console,Meta,Good,67590,53330,Individual,Individual,EchoChain Marketplace,No,0,1,45,1431,Expired,Not Returned,West,Pune,5.0,Resold
LISTING_00184,PRD00184,Laptops,Pavilion,HP,Like New,52080,36800,Individual,Business,OLX,No,0,3,32,4432,Expired,Not Returned,South,Kochi,4.5,Refurbished
LISTING_00185,PRD00185,Gaming,Gaming Console,Sony,Fair,34370,25950,Individual,Individual,Local Dealer,No,0,0,12,4020,Active,Not Returned,North,Lucknow,4.1,Recycled
LISTING_00186,PRD00186,Smartphones,Xperia,OnePlus,Fair,70040,21530,Individual,Individual,Facebook Marketplace,Yes,7950,2,57,7954,Extended,Not Returned,West,Mumbai,3.6,Refurbished
LISTING_00187,PRD00187,Smartphones,OnePlus,OnePlus,Good,79320,61890,Individual,Individual,Facebook Marketplace,No,0,1,4,7983,Active,Not Returned,South,Chennai,5.0,Resold
LISTING_00188,PRD00188,Fashion,Backpack,Adidas,Fair,5430,2720,Business,Business,EchoChain Marketplace,No,0,5,32,1418,Expired,Not Returned,East,Patna,3.5,Resold
LISTING_00189,PRD00189,Smartphones,Pixel,Apple,Fair,37220,16900,Individual,Business,Facebook Marketplace,No,0,3,49,4906,Expired,Not Returned,South,Chennai,4.2,Resold
LISTING_00190,PRD00190,Fashion,Backpack,Adidas,Good,20090,9860,Individual,Business,Cashify,Yes,930,1,47,6054,Expired,Not Returned,West,Mumbai,5.0,Refurbished
LISTING_00191,PRD00191,Gaming,Controller,ASUS,Fair,52800,26830,Individual,Business,Facebook Marketplace,No,0,0,32,229,Expired,Not Returned,West,Mumbai,3.9,Recycled
LISTING_00192,PRD00192,Cameras,Action Camera,Panasonic,Good,63440,37990,Individual,Business,Cashify,No,0,0,48,5317,Expired,Not Returned,North,Jaipur,5.0,Resold
LISTING_00193,PRD00193,Laptops,IdeaPad,Dell,Fair,139330,42240,Individual,Individual,Cashify,Yes,25790,0,48,4957,Expired,Not Returned,South,Kochi,3.5,Resold
LISTING_00194,PRD00194,Furniture,Dining Set,Godrej,Fair,20470,9830,Business,Individual,Cashify,No,0,3,3,3140,Active,Not Returned,East,Bhubaneswar,2.8,Refurbished
LISTING_00195,PRD00195,Laptops,Pavilion,Apple,Fair,72430,30460,Individual,Individual,Cashify,Yes,17760,0,49,3442,Expired,Not Returned,East,Guwahati,2.3,Resold
LISTING_00196,PRD00196,Cameras,Lens,Panasonic,Good,63060,51520,Individual,Individual,Amazon Renewed,No,0,2,54,7841,Expired,Not Returned,North,Delhi,4.2,Resold
LISTING_00197,PRD00197,Cameras,Lens,GoPro,Good,44060,25910,Individual,Individual,Local Dealer,Yes,8050,0,9,1502,Active,Not Returned,North,Chandigarh,4.0,Resold
LISTING_00198,PRD00198,Furniture,Study Table,Pepperfry,Good,38130,25390,Individual,Individual,OLX,Yes,3090,2,3,6168,Active,Not Returned,North,Jaipur,3.4,Refurbished
LISTING_00199,PRD00199,Cameras,Camcorder,GoPro,Like New,88630,118620,Individual,Individual,Facebook Marketplace,No,0,2,3,9137,Active,Not Returned,South,Kochi,3.7,Recycled
LISTING_00200,PRD00200,Smartphones,iPhone,Apple,Good,44980,33020,Business,Business,Local Dealer,Yes,2930,1,31,241,Expired,Not Returned,South,Vijayawada,5.0,Refurbished
LISTING_00201,PRD00201,Laptops,IdeaPad,HP,Good,92650,59410,Individual,Business,Local Dealer,Yes,17330,0,44,7111,Expired,Not Returned,West,Nagpur,4.6,Resold
LISTING_00202,PRD00202,Home Appliances,Microwave,Samsung,Like New,38400,33130,Individual,Individual,Cashify,Yes,8020,2,57,5078,Expired,Not Returned,South,Chennai,2.3,Recycled
LISTING_00203,PRD00203,Home Appliances,Air Conditioner,LG,Like New,98030,58210,Individual,Individual,OLX,Yes,11310,4,43,5815,Expired,Not Returned,South,Hyderabad,4.2,Refurbished
LISTING_00204,PRD00204,Audio,Smart Speaker,Bose,Like New,6120,3160,Individual,Individual,Facebook Marketplace,Yes,270,1,56,7295,Expired,Not Returned,North,Chandigarh,4.6,Resold
LISTING_00205,PRD00205,Furniture,Dining Set,Urban Ladder,Good,28610,17220,Individual,Business,Facebook Marketplace,Yes,2400,2,18,11145,Expired,Not Returned,East,Ranchi,4.4,Refurbished
LISTING_00206,PRD00206,Smartphones,Xperia,Sony,Like New,24110,10900,Individual,Individual,OLX,No,0,2,57,1123,Expired,Not Returned,South,Chennai,3.7,Recycled
LISTING_00207,PRD00207,Cameras,Camcorder,GoPro,Good,80160,48060,Individual,Individual,OLX,No,0,2,10,1594,Active,Not Returned,West,Mumbai,4.6,Recycled
LISTING_00208,PRD00208,Smartphones,iPhone,Apple,Good,72370,61420,Individual,Individual,Cashify,Yes,5070,3,20,4612,Expired,Not Returned,South,Bengaluru,4.7,Refurbished
LISTING_00209,PRD00209,Laptops,Pavilion,Dell,Fair,77580,41140,Individual,Individual,Facebook Marketplace,No,0,0,27,7863,Expired,Not Returned,South,Hyderabad,3.3,Resold
LISTING_00210,PRD00210,Gaming,Monitor,Meta,Like New,156920,113810,Individual,Business,Cashify,No,0,0,12,6784,Active,Not Returned,West,Surat,3.2,Resold
LISTING_00211,PRD00211,Fashion,Denim,Nike,Good,8180,6940,Business,Individual,Cashify,No,0,2,43,4139,Expired,Not Returned,South,Vijayawada,4.2,Recycled
LISTING_00212,PRD00212,Laptops,IdeaPad,Acer,Good,59780,35690,Individual,Individual,OLX,No,0,0,4,8580,Active,Not Returned,East,Ranchi,3.1,Resold
LISTING_00213,PRD00213,Furniture,Office Chair,Wakefit,Like New,46500,45530,Business,Individual,EchoChain Marketplace,Yes,9350,2,14,4101,Expired,Not Returned,South,Bengaluru,4.1,Refurbished
LISTING_00214,PRD00214,Smartphones,Xperia,OnePlus,Fair,78440,31550,Individual,Business,Cashify,No,0,0,15,10167,Expired,Not Returned,South,Hyderabad,2.1,Refurbished
LISTING_00215,PRD00215,Smartphones,OnePlus,Samsung,Like New,24470,19290,Individual,Individual,Local Dealer,No,0,2,16,675,Expired,Not Returned,South,Kochi,3.6,Resold
LISTING_00216,PRD00216,Home Appliances,Refrigerator,Daikin,Like New,9560,9740,Individual,Individual,Amazon Renewed,No,0,4,17,3066,Expired,Not Returned,South,Hyderabad,4.5,Recycled
LISTING_00217,PRD00217,Home Appliances,Refrigerator,IFB,Fair,17950,12070,Individual,Business,Cashify,No,0,1,38,5750,Extended,Not Returned,North,Lucknow,3.2,Resold
LISTING_00218,PRD00218,Furniture,Sofa,IKEA,Fair,27390,9490,Individual,Individual,OLX,No,0,3,60,8418,Expired,Not Returned,North,Delhi,3.0,Resold
LISTING_00219,PRD00219,Laptops,Inspiron,Acer,Fair,58120,20930,Business,Individual,OLX,No,0,0,48,10916,Expired,Not Returned,West,Nagpur,2.6,Resold
LISTING_00220,PRD00220,Laptops,Inspiron,HP,Good,77040,59800,Individual,Business,Amazon Renewed,No,0,0,52,4195,Expired,Not Returned,North,Delhi,4.0,Resold
LISTING_00221,PRD00221,Home Appliances,Washing Machine,Whirlpool,Good,8410,5440,Individual,Individual,Amazon Renewed,Yes,510,0,22,1126,Expired,Not Returned,North,Lucknow,4.3,Resold
LISTING_00222,PRD00222,Fashion,Jacket,Levi's,Like New,13190,17140,Individual,Individual,Local Dealer,No,0,2,10,9274,Active,Not Returned,West,Surat,3.1,Resold
LISTING_00223,PRD00223,Smartphones,iPhone,Apple,Good,7760,4430,Individual,Business,OLX,No,0,1,45,8803,Expired,Returned,South,Chennai,3.7,Refurbished
LISTING_00224,PRD00224,Fashion,Jacket,Fossil,Good,2230,1450,Individual,Individual,Local Dealer,Yes,300,5,38,4526,Expired,Not Returned,South,Bengaluru,4.3,Refurbished
LISTING_00225,PRD00225,Audio,Wireless Earbuds,Sony,Fair,15120,7090,Individual,Individual,Cashify,Yes,1370,2,26,4825,Expired,Not Returned,North,Delhi,3.8,Refurbished
LISTING_00226,PRD00226,Laptops,IdeaPad,Dell,Good,22490,23000,Individual,Business,Amazon Renewed,No,0,3,7,1870,Active,Not Returned,West,Pune,3.7,Refurbished
LISTING_00227,PRD00227,Laptops,ThinkPad,HP,Fair,68820,44570,Business,Individual,OLX,No,0,2,19,3290,Expired,Not Returned,West,Nagpur,4.3,Refurbished
LISTING_00228,PRD00228,Fashion,Backpack,Adidas,Good,18550,12700,Individual,Individual,OLX,No,0,2,22,8402,Expired,Not Returned,South,Bengaluru,4.7,Resold
LISTING_00229,PRD00229,Smartphones,iPhone,Google,Good,45120,23650,Individual,Individual,Cashify,No,0,2,48,10083,Expired,Not Returned,West,Surat,3.9,Resold
LISTING_00230,PRD00230,Furniture,Study Table,Godrej,Good,30580,27230,Business,Individual,Amazon Renewed,Yes,4760,3,3,6817,Active,Not Returned,East,Guwahati,4.8,Recycled
LISTING_00231,PRD00231,Smartphones,iPhone,Google,Like New,68190,35150,Business,Individual,Facebook Marketplace,No,0,0,57,1486,Extended,Not Returned,South,Vijayawada,4.1,Refurbished
LISTING_00232,PRD00232,Gaming,Gaming Console,Meta,Good,87270,95420,Individual,Individual,EchoChain Marketplace,No,0,0,6,2476,Active,Not Returned,South,Kochi,3.8,Resold
LISTING_00233,PRD00233,Laptops,MacBook Air,Lenovo,Fair,31180,20470,Individual,Individual,Cashify,Yes,5970,1,38,5417,Extended,Not Returned,South,Chennai,3.5,Recycled
LISTING_00234,PRD00234,Furniture,Bookshelf,Godrej,Good,61200,41530,Individual,Individual,EchoChain Marketplace,Yes,6630,0,12,4973,Active,Not Returned,North,Delhi,4.7,Recycled
LISTING_00235,PRD00235,Gaming,Gaming Laptop,Microsoft,Like New,39150,19750,Individual,Individual,Local Dealer,Yes,2430,3,57,407,Expired,Not Returned,East,Patna,3.3,Recycled
LISTING_00236,PRD00236,Home Appliances,Microwave,LG,Good,62930,68830,Individual,Individual,Cashify,No,0,3,12,7061,Active,Returned,North,Noida,4.3,Refurbished
LISTING_00237,PRD00237,Cameras,Action Camera,GoPro,Poor,79870,26020,Individual,Individual,OLX,No,0,1,20,10224,Expired,Not Returned,East,Ranchi,4.2,Resold
LISTING_00238,PRD00238,Gaming,Gaming Console,Meta,Like New,2850,2740,Business,Business,Amazon Renewed,No,0,2,52,9575,Expired,Not Returned,West,Ahmedabad,3.1,Resold
LISTING_00239,PRD00239,Smartphones,Xperia,Apple,Like New,37470,16880,Individual,Business,OLX,Yes,3170,0,50,11313,Expired,Not Returned,North,Delhi,3.5,Resold
LISTING_00240,PRD00240,Furniture,Bookshelf,Urban Ladder,Poor,33470,8990,Individual,Individual,Facebook Marketplace,Yes,6670,1,28,10773,Expired,Not Returned,North,Noida,3.9,Refurbished
LISTING_00241,PRD00241,Gaming,Controller,ASUS,Fair,128930,36550,Individual,Individual,OLX,Yes,8440,3,57,2715,Extended,Not Returned,South,Bengaluru,3.3,Recycled
LISTING_00242,PRD00242,Gaming,Controller,Sony,Good,81830,71250,Individual,Business,Amazon Renewed,No,0,2,33,499,Expired,Not Returned,North,Noida,5.0,Resold
LISTING_00243,PRD00243,Smartphones,Galaxy S Series,Samsung,Good,22560,8460,Individual,Individual,OLX,Yes,3240,0,54,3623,Expired,Not Returned,West,Surat,3.1,Refurbished
LISTING_00244,PRD00244,Smartphones,iPhone,Sony,Good,44260,39370,Business,Individual,Cashify,Yes,13840,1,46,11421,Expired,Returned,South,Vijayawada,3.8,Recycled
LISTING_00245,PRD00245,Fashion,Jacket,Fossil,Fair,14750,5200,Individual,Individual,Cashify,Yes,1180,0,50,2796,Expired,Not Returned,West,Nagpur,3.8,Resold
LISTING_00246,PRD00246,Smartphones,Xperia,Sony,Good,13100,10380,Individual,Individual,OLX,No,0,0,35,7667,Extended,Not Returned,West,Nagpur,4.5,Resold
LISTING_00247,PRD00247,Smartphones,Xperia,Sony,Fair,78400,35170,Individual,Individual,Cashify,Yes,11920,2,8,8759,Active,Not Returned,East,Bhubaneswar,3.4,Refurbished
LISTING_00248,PRD00248,Cameras,Camcorder,Nikon,Good,32010,23560,Individual,Individual,Facebook Marketplace,No,0,0,3,601,Active,Not Returned,South,Bengaluru,3.5,Resold
LISTING_00249,PRD00249,Cameras,Action Camera,GoPro,Good,114840,82710,Individual,Individual,Amazon Renewed,No,0,0,32,4049,Expired,Not Returned,West,Mumbai,4.1,Resold
LISTING_00250,PRD00250,Furniture,Study Table,Urban Ladder,Good,38510,24820,Individual,Individual,Local Dealer,Yes,1810,0,28,10168,Expired,Not Returned,North,Jaipur,5.0,Refurbished
LISTING_00251,PRD00251,Laptops,MacBook Air,Dell,Like New,60970,44230,Individual,Individual,Amazon Renewed,No,0,1,21,10214,Expired,Not Returned,North,Jaipur,3.7,Resold
LISTING_00252,PRD00252,Cameras,Action Camera,Panasonic,Like New,145550,101380,Individual,Individual,Cashify,No,0,5,34,5983,Expired,Not Returned,North,Lucknow,4.3,Refurbished
LISTING_00253,PRD00253,Fashion,Jacket,Adidas,Like New,7100,6590,Individual,Business,Cashify,No,0,0,35,1667,Expired,Not Returned,East,Patna,2.3,Resold
LISTING_00254,PRD00254,Smartphones,iPhone,Apple,Good,60320,32620,Individual,Individual,Facebook Marketplace,Yes,12070,1,52,87,Expired,Not Returned,North,Chandigarh,2.5,Recycled
LISTING_00255,PRD00255,Furniture,Office Chair,Urban Ladder,Good,29980,27070,Individual,Business,Facebook Marketplace,No,0,0,31,8757,Expired,Not Returned,West,Nagpur,4.3,Resold
LISTING_00256,PRD00256,Gaming,Controller,ASUS,Good,122670,63170,Individual,Individual,Amazon Renewed,No,0,2,9,1418,Active,Not Returned,North,Delhi,4.0,Refurbished
LISTING_00257,PRD00257,Laptops,ThinkPad,Acer,Fair,18280,10690,Business,Business,Local Dealer,No,0,0,6,6709,Active,Not Returned,North,Delhi,4.0,Refurbished
LISTING_00258,PRD00258,Gaming,Monitor,Sony,Good,98470,64410,Individual,Individual,Local Dealer,Yes,23490,0,55,1466,Extended,Not Returned,East,Bhubaneswar,5.0,Landfill
LISTING_00259,PRD00259,Gaming,Monitor,ASUS,Good,103560,66060,Individual,Individual,OLX,Yes,9140,1,8,7435,Active,Not Returned,East,Patna,3.4,Refurbished
LISTING_00260,PRD00260,Home Appliances,Refrigerator,IFB,Good,39380,27360,Individual,Individual,EchoChain Marketplace,Yes,4810,2,60,11776,Extended,Not Returned,East,Bhubaneswar,3.9,Refurbished
LISTING_00261,PRD00261,Gaming,Gaming Laptop,ASUS,Like New,25270,14740,Individual,Individual,Cashify,No,0,2,53,1284,Extended,Not Returned,North,Jaipur,4.2,Recycled
LISTING_00262,PRD00262,Audio,Bluetooth Speaker,Sony,Fair,14950,8660,Individual,Individual,Cashify,Yes,1230,1,28,1292,Expired,Not Returned,North,Noida,3.3,Recycled
LISTING_00263,PRD00263,Smartphones,iPhone,Samsung,Good,7440,5910,Business,Business,OLX,No,0,3,3,11502,Active,Not Returned,West,Surat,3.7,Resold
LISTING_00264,PRD00264,Gaming,VR Headset,ASUS,Good,79200,46730,Individual,Individual,EchoChain Marketplace,Yes,16850,0,49,10398,Extended,Not Returned,West,Pune,4.1,Resold
LISTING_00265,PRD00265,Laptops,Pavilion,Apple,Fair,65850,23780,Individual,Individual,OLX,Yes,6920,0,39,3571,Expired,Not Returned,South,Chennai,3.2,Landfill
LISTING_00266,PRD00266,Gaming,Controller,Microsoft,Good,24270,20880,Individual,Individual,Facebook Marketplace,Yes,5090,2,21,4839,Expired,Not Returned,East,Bhubaneswar,4.5,Resold
LISTING_00267,PRD00267,Laptops,Pavilion,Apple,Like New,37360,14860,Individual,Individual,Facebook Marketplace,No,0,2,58,999,Extended,Not Returned,East,Guwahati,3.6,Resold
LISTING_00268,PRD00268,Smartphones,Xperia,OnePlus,Good,98280,52030,Individual,Individual,Local Dealer,No,0,2,49,2805,Extended,Not Returned,West,Surat,4.2,Recycled
LISTING_00269,PRD00269,Gaming,Gaming Laptop,Meta,Fair,85850,58650,Individual,Individual,EchoChain Marketplace,Yes,16820,0,7,3098,Active,Not Returned,South,Kochi,3.9,Recycled
LISTING_00270,PRD00270,Home Appliances,Refrigerator,Whirlpool,Like New,68700,58780,Business,Business,Facebook Marketplace,Yes,7950,1,10,9229,Active,Not Returned,North,Lucknow,5.0,Resold
LISTING_00271,PRD00271,Smartphones,iPhone,Apple,Fair,69200,28230,Individual,Individual,Local Dealer,No,0,0,9,2139,Active,Not Returned,South,Bengaluru,3.3,Refurbished
LISTING_00272,PRD00272,Audio,Smart Speaker,Sony,Fair,30340,10120,Individual,Individual,Facebook Marketplace,Yes,2800,0,56,7825,Expired,Not Returned,South,Hyderabad,3.1,Refurbished
LISTING_00273,PRD00273,Smartphones,Xperia,Sony,Good,18230,15650,Business,Business,EchoChain Marketplace,Yes,4550,0,20,11024,Expired,Not Returned,North,Lucknow,3.6,Refurbished
LISTING_00274,PRD00274,Laptops,MacBook Air,Lenovo,Fair,31150,12550,Individual,Individual,Amazon Renewed,No,0,2,4,2680,Active,Not Returned,West,Ahmedabad,3.9,Resold
LISTING_00275,PRD00275,Audio,Bluetooth Speaker,Boat,Fair,26290,9110,Individual,Individual,Facebook Marketplace,No,0,0,47,7215,Expired,Not Returned,North,Jaipur,4.8,Recycled
LISTING_00276,PRD00276,Audio,Bluetooth Speaker,Boat,Like New,20300,12690,Individual,Individual,Local Dealer,Yes,3600,1,43,8585,Expired,Not Returned,North,Delhi,4.3,Refurbished
LISTING_00277,PRD00277,Laptops,Pavilion,Lenovo,Like New,22740,23030,Business,Individual,Local Dealer,Yes,5850,1,27,2457,Expired,Not Returned,East,Kolkata,3.8,Refurbished
LISTING_00278,PRD00278,Laptops,IdeaPad,Apple,Fair,32770,14760,Individual,Individual,OLX,No,0,0,44,100,Expired,Not Returned,North,Lucknow,5.0,Refurbished
LISTING_00279,PRD00279,Fashion,Backpack,Adidas,Good,22630,9260,Individual,Individual,Amazon Renewed,No,0,3,42,1616,Expired,Not Returned,South,Bengaluru,3.8,Resold
LISTING_00280,PRD00280,Laptops,MacBook Air,HP,Good,59800,29020,Business,Individual,Local Dealer,Yes,5750,1,60,9956,Expired,Not Returned,East,Guwahati,4.1,Refurbished
LISTING_00281,PRD00281,Laptops,Pavilion,Lenovo,Good,76170,57850,Individual,Individual,Facebook Marketplace,Yes,16520,0,8,2725,Active,Not Returned,North,Jaipur,3.6,Recycled
LISTING_00282,PRD00282,Home Appliances,Air Conditioner,LG,Good,61040,22860,Individual,Individual,Facebook Marketplace,Yes,8830,0,52,4131,Expired,Not Returned,South,Hyderabad,3.7,Recycled
LISTING_00283,PRD00283,Cameras,DSLR,Sony,Fair,98380,50120,Individual,Individual,Local Dealer,No,0,1,10,1294,Active,Not Returned,West,Ahmedabad,2.2,Resold
LISTING_00284,PRD00284,Audio,Soundbar,JBL,Fair,4080,1690,Individual,Individual,EchoChain Marketplace,Yes,340,0,30,11037,Expired,Not Returned,West,Mumbai,4.2,Resold
LISTING_00285,PRD00285,Cameras,Lens,Sony,Like New,52000,49660,Individual,Individual,OLX,Yes,9200,0,55,5426,Expired,Not Returned,North,Jaipur,4.2,Resold
LISTING_00286,PRD00286,Gaming,Gaming Console,ASUS,Good,86180,49490,Individual,Individual,EchoChain Marketplace,No,0,1,59,6212,Expired,Not Returned,South,Chennai,3.6,Landfill
LISTING_00287,PRD00287,Home Appliances,Vacuum Cleaner,Whirlpool,Like New,52690,53580,Individual,Individual,OLX,No,0,0,15,3779,Extended,Not Returned,West,Mumbai,4.7,Resold
LISTING_00288,PRD00288,Home Appliances,Air Conditioner,Samsung,Good,46480,36040,Individual,Individual,Cashify,Yes,4170,3,35,6118,Extended,Not Returned,East,Patna,4.5,Recycled
LISTING_00289,PRD00289,Laptops,Pavilion,Lenovo,Fair,72250,26810,Individual,Business,Local Dealer,No,0,1,20,6637,Expired,Not Returned,South,Chennai,2.7,Recycled
LISTING_00290,PRD00290,Laptops,Inspiron,Dell,Good,36500,15110,Individual,Individual,Facebook Marketplace,Yes,5730,4,56,7134,Expired,Not Returned,South,Bengaluru,4.7,Resold
LISTING_00291,PRD00291,Smartphones,Galaxy S Series,Sony,Good,41550,18640,Individual,Individual,Local Dealer,No,0,4,48,10867,Extended,Not Returned,South,Hyderabad,4.4,Resold
LISTING_00292,PRD00292,Fashion,Denim,Puma,Good,32080,15280,Individual,Individual,Local Dealer,No,0,2,47,9265,Expired,Not Returned,South,Kochi,2.7,Refurbished
LISTING_00293,PRD00293,Home Appliances,Microwave,Samsung,Good,42620,27090,Business,Individual,Local Dealer,No,0,1,47,431,Expired,Not Returned,West,Pune,2.9,Recycled
LISTING_00294,PRD00294,Laptops,Inspiron,HP,Good,96590,57810,Individual,Business,EchoChain Marketplace,No,0,2,49,2740,Expired,Not Returned,East,Guwahati,4.4,Resold
