Transaction_ID,Product_ID,Product_Category,Product_Name,Brand,Purchase_Date,Original_Price_INR,Current_Market_Value_INR,Condition_at_Resale,Ownership_Cycle,Resale_Date,Resale_Price_INR,Seller_Type,Buyer_Type,Platform,Refurbished,Refurbishment_Cost_INR,Repair_Count,Product_Age_Months,Usage_Hours,Warranty_Status,Return_Status,Recycling_Eligible,Recycled,Recycling_Date,Material_Recovered_Kg,CO2_Saved_Kg,Waste_Diverted_Kg,Circularity_Score,Customer_Rating,Region,City,Final_Disposition,Listing_ID,Condition,Market_Value_INR,Listing_Price_INR,Price_Difference_INR,Discount_Percentage,Listing_to_Market_Ratio,Pricing_Category
EC00189,PRD00189,Smartphones,Pixel,Apple,2022-04-30,65560,37220,Fair,2,2026-05-30,16900,Individual,Business,Facebook Marketplace,No,0,3,49,4906,Expired,Not Returned,Yes,No,,0.0,161.02,4.58,42.8,4.2,South,Chennai,Resold,LISTING_00189,Fair,37220.0,16900.0,20320.0,54.59,0.45,Below Market Value
EC00190,PRD00190,Fashion,Backpack,Adidas,2024-12-01,24500,20090,Good,3,2028-11-01,9860,Individual,Business,Cashify,Yes,930,1,47,6054,Expired,Not Returned,Yes,No,,0.0,89.35,1.05,69.1,5.0,West,Mumbai,Refurbished,LISTING_00190,Good,20090.0,9860.0,10230.0,50.92,0.49,Below Market Value
EC00191,PRD00191,Gaming,Controller,ASUS,2021-08-19,80650,52800,Fair,2,2024-04-19,26830,Individual,Business,Facebook Marketplace,No,0,0,32,229,Expired,Not Returned,Yes,Yes,2024-05-13,47.89,312.68,10.59,70.5,3.9,West,Mumbai,Recycled,LISTING_00191,Fair,52800.0,26830.0,25970.0,49.19,0.51,Below Market Value
EC00192,PRD00192,Cameras,Action Camera,Panasonic,2023-01-19,93310,63440,Good,3,2027-01-19,37990,Individual,Business,Cashify,No,0,0,48,5317,Expired,Not Returned,No,No,,0.0,423.06,7.45,70.5,5.0,North,Jaipur,Resold,LISTING_00192,Good,63440.0,37990.0,25450.0,40.12,0.6,Below Market Value
EC00193,PRD00193,Laptops,IdeaPad,Dell,2025-08-06,176350,139330,Fair,1,2029-08-06,42240,Individual,Individual,Cashify,Yes,25790,0,48,4957,Expired,Not Returned,Yes,Yes,2029-08-18,104.78,856.35,51.47,63.5,3.5,South,Kochi,Resold,LISTING_00193,Fair,139330.0,42240.0,97090.0,69.68,0.3,Below Market Value
EC00194,PRD00194,Furniture,Dining Set,Godrej,2024-04-09,22710,20470,Fair,2,2024-07-09,9830,Business,Individual,Cashify,No,0,3,3,3140,Active,Not Returned,Yes,No,,0.0,70.97,1.71,56.1,2.8,East,Bhubaneswar,Refurbished,LISTING_00194,Fair,20470.0,9830.0,10640.0,51.98,0.48,Below Market Value
EC00195,PRD00195,Laptops,Pavilion,Apple,2022-06-25,114760,72430,Fair,1,2026-07-25,30460,Individual,Individual,Cashify,Yes,17760,0,49,3442,Expired,Not Returned,Yes,No,,0.0,405.66,6.79,42.9,2.3,East,Guwahati,Resold,LISTING_00195,Fair,72430.0,30460.0,41970.0,57.95,0.42,Below Market Value
EC00196,PRD00196,Cameras,Lens,Panasonic,2023-11-26,138000,63060,Good,1,2028-05-26,51520,Individual,Individual,Amazon Renewed,No,0,2,54,7841,Expired,Not Returned,Yes,No,,0.0,214.85,2.75,42.0,4.2,North,Delhi,Resold,LISTING_00196,Good,63060.0,51520.0,11540.0,18.3,0.82,Below Market Value
EC00197,PRD00197,Cameras,Lens,GoPro,2022-06-09,53580,44060,Good,1,2023-03-09,25910,Individual,Individual,Local Dealer,Yes,8050,0,9,1502,Active,Not Returned,Yes,No,,0.0,99.58,4.13,63.5,4.0,North,Chandigarh,Resold,LISTING_00197,Good,44060.0,25910.0,18150.0,41.19,0.59,Below Market Value
EC00198,PRD00198,Furniture,Study Table,Pepperfry,2024-03-29,42660,38130,Good,1,2024-06-29,25390,Individual,Individual,OLX,Yes,3090,2,3,6168,Active,Not Returned,No,No,,0.0,166.37,3.33,67.4,3.4,North,Jaipur,Refurbished,LISTING_00198,Good,38130.0,25390.0,12740.0,33.41,0.67,Below Market Value
EC00199,PRD00199,Cameras,Camcorder,GoPro,2025-09-19,164930,88630,Like New,2,2025-12-19,118620,Individual,Individual,Facebook Marketplace,No,0,2,3,9137,Active,Not Returned,Yes,No,,0.0,455.58,8.92,59.6,3.7,South,Kochi,Recycled,LISTING_00199,Like New,88630.0,118620.0,-29990.0,-33.84,1.34,Above Market Value
EC00200,PRD00200,Smartphones,iPhone,Apple,2024-06-20,81620,44980,Good,2,2027-01-20,33020,Business,Business,Local Dealer,Yes,2930,1,31,241,Expired,Not Returned,Yes,No,,0.0,273.79,3.71,62.0,5.0,South,Vijayawada,Refurbished,LISTING_00200,Good,44980.0,33020.0,11960.0,26.59,0.73,Below Market Value
EC00201,PRD00201,Laptops,IdeaPad,HP,2024-01-15,148100,92650,Good,2,2027-09-15,59410,Individual,Business,Local Dealer,Yes,17330,0,44,7111,Expired,Not Returned,Yes,No,,0.0,749.62,3.91,57.2,4.6,West,Nagpur,Resold,LISTING_00201,Good,92650.0,59410.0,33240.0,35.88,0.64,Below Market Value
EC00202,PRD00202,Home Appliances,Microwave,Samsung,2025-12-25,74660,38400,Like New,1,2030-09-25,33130,Individual,Individual,Cashify,Yes,8020,2,57,5078,Expired,Not Returned,No,No,,0.0,422.09,2.0,52.6,2.3,South,Chennai,Recycled,LISTING_00202,Like New,38400.0,33130.0,5270.0,13.72,0.86,Below Market Value
EC00203,PRD00203,Home Appliances,Air Conditioner,LG,2022-08-01,111570,98030,Like New,2,2026-03-01,58210,Individual,Individual,OLX,Yes,11310,4,43,5815,Expired,Not Returned,Yes,No,,0.0,655.07,3.66,67.9,4.2,South,Hyderabad,Refurbished,LISTING_00203,Like New,98030.0,58210.0,39820.0,40.62,0.59,Below Market Value
EC00204,PRD00204,Audio,Smart Speaker,Bose,2022-11-13,6570,6120,Like New,4,2027-07-13,3160,Individual,Individual,Facebook Marketplace,Yes,270,1,56,7295,Expired,Not Returned,Yes,No,,0.0,45.82,0.41,70.6,4.6,North,Chandigarh,Resold,LISTING_00204,Like New,6120.0,3160.0,2960.0,48.37,0.52,Below Market Value
EC00205,PRD00205,Furniture,Dining Set,Urban Ladder,2022-07-11,37920,28610,Good,3,2024-01-11,17220,Individual,Business,Facebook Marketplace,Yes,2400,2,18,11145,Expired,Not Returned,Yes,No,,0.0,84.28,1.3,87.7,4.4,East,Ranchi,Refurbished,LISTING_00205,Good,28610.0,17220.0,11390.0,39.81,0.6,Below Market Value
EC00206,PRD00206,Smartphones,Xperia,Sony,2025-05-17,28280,24110,Like New,2,2030-02-17,10900,Individual,Individual,OLX,No,0,2,57,1123,Expired,Not Returned,No,No,,0.0,156.98,0.4,35.9,3.7,South,Chennai,Recycled,LISTING_00206,Like New,24110.0,10900.0,13210.0,54.79,0.45,Below Market Value
EC00207,PRD00207,Cameras,Camcorder,GoPro,2023-10-10,91160,80160,Good,3,2024-08-10,48060,Individual,Individual,OLX,No,0,2,10,1594,Active,Not Returned,Yes,No,,0.0,355.02,1.57,60.6,4.6,West,Mumbai,Recycled,LISTING_00207,Good,80160.0,48060.0,32100.0,40.04,0.6,Below Market Value
EC00208,PRD00208,Smartphones,iPhone,Apple,2022-10-08,120590,72370,Good,4,2024-06-08,61420,Individual,Individual,Cashify,Yes,5070,3,20,4612,Expired,Not Returned,Yes,No,,0.0,600.75,4.16,76.3,4.7,South,Bengaluru,Refurbished,LISTING_00208,Good,72370.0,61420.0,10950.0,15.13,0.85,Below Market Value
EC00209,PRD00209,Laptops,Pavilion,Dell,2023-03-07,113560,77580,Fair,4,2025-06-07,41140,Individual,Individual,Facebook Marketplace,No,0,0,27,7863,Expired,Not Returned,Yes,No,,0.0,312.54,5.64,67.2,3.3,South,Hyderabad,Resold,LISTING_00209,Fair,77580.0,41140.0,36440.0,46.97,0.53,Below Market Value
EC00210,PRD00210,Gaming,Monitor,Meta,2023-11-18,167970,156920,Like New,2,2024-11-18,113810,Individual,Business,Cashify,No,0,0,12,6784,Active,Not Returned,Yes,Yes,2025-01-26,56.05,291.03,37.86,70.7,3.2,West,Surat,Resold,LISTING_00210,Like New,156920.0,113810.0,43110.0,27.47,0.73,Below Market Value
EC00211,PRD00211,Fashion,Denim,Nike,2025-07-02,17520,8180,Good,3,2029-02-02,6940,Business,Individual,Cashify,No,0,2,43,4139,Expired,Not Returned,No,No,,0.0,50.14,1.07,56.7,4.2,South,Vijayawada,Recycled,LISTING_00211,Good,8180.0,6940.0,1240.0,15.16,0.85,Below Market Value
EC00212,PRD00212,Laptops,IdeaPad,Acer,2025-04-29,71620,59780,Good,1,2025-08-29,35690,Individual,Individual,OLX,No,0,0,4,8580,Active,Not Returned,Yes,No,,0.0,142.83,2.53,58.7,3.1,East,Ranchi,Resold,LISTING_00212,Good,59780.0,35690.0,24090.0,40.3,0.6,Below Market Value
EC00213,PRD00213,Furniture,Office Chair,Wakefit,2024-09-25,68040,46500,Like New,2,2025-11-25,45530,Business,Individual,EchoChain Marketplace,Yes,9350,2,14,4101,Expired,Not Returned,No,No,,0.0,190.5,2.77,67.5,4.1,South,Bengaluru,Refurbished,LISTING_00213,Like New,46500.0,45530.0,970.0,2.09,0.98,Below Market Value
EC00214,PRD00214,Smartphones,Xperia,OnePlus,2025-12-27,83180,78440,Fair,4,2027-03-27,31550,Individual,Business,Cashify,No,0,0,15,10167,Expired,Not Returned,Yes,No,,0.0,392.04,5.23,65.5,2.1,South,Hyderabad,Refurbished,LISTING_00214,Fair,78440.0,31550.0,46890.0,59.78,0.4,Below Market Value
EC00215,PRD00215,Smartphones,OnePlus,Samsung,2024-09-16,34990,24470,Like New,3,2026-01-16,19290,Individual,Individual,Local Dealer,No,0,2,16,675,Expired,Not Returned,Yes,No,,0.0,66.68,2.7,63.8,3.6,South,Kochi,Resold,LISTING_00215,Like New,24470.0,19290.0,5180.0,21.17,0.79,Below Market Value
EC00216,PRD00216,Home Appliances,Refrigerator,Daikin,2025-07-22,15270,9560,Like New,5,2026-12-22,9740,Individual,Individual,Amazon Renewed,No,0,4,17,3066,Expired,Not Returned,Yes,No,,0.0,39.53,0.75,78.1,4.5,South,Hyderabad,Recycled,LISTING_00216,Like New,9560.0,9740.0,-180.0,-1.88,1.02,Above Market Value
EC00217,PRD00217,Home Appliances,Refrigerator,IFB,2025-03-10,37700,17950,Fair,2,2028-05-10,12070,Individual,Business,Cashify,No,0,1,38,5750,Extended,Not Returned,Yes,Yes,2028-06-01,33.88,106.23,4.2,66.0,3.2,North,Lucknow,Resold,LISTING_00217,Fair,17950.0,12070.0,5880.0,32.76,0.67,Below Market Value
EC00218,PRD00218,Furniture,Sofa,IKEA,2024-10-03,41310,27390,Fair,3,2029-10-03,9490,Individual,Individual,OLX,No,0,3,60,8418,Expired,Not Returned,Yes,Yes,2030-01-18,23.56,272.88,9.86,60.5,3.0,North,Delhi,Resold,LISTING_00218,Fair,27390.0,9490.0,17900.0,65.35,0.35,Below Market Value
EC00219,PRD00219,Laptops,Inspiron,Acer,2025-02-05,79430,58120,Fair,5,2029-02-05,20930,Business,Individual,OLX,No,0,0,48,10916,Expired,Not Returned,Yes,No,,0.0,385.75,2.16,76.9,2.6,West,Nagpur,Resold,LISTING_00219,Fair,58120.0,20930.0,37190.0,63.99,0.36,Below Market Value
EC00220,PRD00220,Laptops,Inspiron,HP,2024-06-08,151600,77040,Good,1,2028-10-08,59800,Individual,Business,Amazon Renewed,No,0,0,52,4195,Expired,Not Returned,Yes,No,,0.0,201.74,9.41,37.2,4.0,North,Delhi,Resold,LISTING_00220,Good,77040.0,59800.0,17240.0,22.38,0.78,Below Market Value
EC00221,PRD00221,Home Appliances,Washing Machine,Whirlpool,2021-07-09,10590,8410,Good,5,2023-05-09,5440,Individual,Individual,Amazon Renewed,Yes,510,0,22,1126,Expired,Not Returned,No,No,,0.0,19.89,0.62,83.1,4.3,North,Lucknow,Resold,LISTING_00221,Good,8410.0,5440.0,2970.0,35.32,0.65,Below Market Value
EC00222,PRD00222,Fashion,Jacket,Levi's,2024-06-02,26110,13190,Like New,5,2025-04-02,17140,Individual,Individual,Local Dealer,No,0,2,10,9274,Active,Not Returned,No,No,,0.0,76.92,0.36,81.5,3.1,West,Surat,Resold,LISTING_00222,Like New,13190.0,17140.0,-3950.0,-29.95,1.3,Above Market Value
EC00223,PRD00223,Smartphones,iPhone,Apple,2024-11-09,10310,7760,Good,1,2028-08-09,4430,Individual,Business,OLX,No,0,1,45,8803,Expired,Returned,Yes,Yes,2028-11-07,5.31,16.67,2.48,50.5,3.7,South,Chennai,Refurbished,LISTING_00223,Good,7760.0,4430.0,3330.0,42.91,0.57,Below Market Value
EC00224,PRD00224,Fashion,Jacket,Fossil,2024-11-01,3430,2230,Good,3,2028-01-01,1450,Individual,Individual,Local Dealer,Yes,300,5,38,4526,Expired,Not Returned,Yes,No,,0.0,13.08,0.24,64.8,4.3,South,Bengaluru,Refurbished,LISTING_00224,Good,2230.0,1450.0,780.0,34.98,0.65,Below Market Value
EC00225,PRD00225,Audio,Wireless Earbuds,Sony,2024-07-30,21670,15120,Fair,3,2026-09-30,7090,Individual,Individual,Cashify,Yes,1370,2,26,4825,Expired,Not Returned,Yes,No,,0.0,56.75,1.2,73.2,3.8,North,Delhi,Refurbished,LISTING_00225,Fair,15120.0,7090.0,8030.0,53.11,0.47,Below Market Value
EC00226,PRD00226,Laptops,IdeaPad,Dell,2022-09-25,43150,22490,Good,2,2023-04-25,23000,Individual,Business,Amazon Renewed,No,0,3,7,1870,Active,Not Returned,Yes,No,,0.0,128.92,2.44,51.4,3.7,West,Pune,Refurbished,LISTING_00226,Good,22490.0,23000.0,-510.0,-2.27,1.02,Above Market Value
EC00227,PRD00227,Laptops,ThinkPad,HP,2022-09-20,129170,68820,Fair,1,2024-04-20,44570,Business,Individual,OLX,No,0,2,19,3290,Expired,Not Returned,Yes,No,,0.0,205.27,4.43,50.4,4.3,West,Nagpur,Refurbished,LISTING_00227,Fair,68820.0,44570.0,24250.0,35.24,0.65,Below Market Value
EC00228,PRD00228,Fashion,Backpack,Adidas,2023-08-31,26450,18550,Good,2,2025-06-30,12700,Individual,Individual,OLX,No,0,2,22,8402,Expired,Not Returned,Yes,No,,0.0,79.76,1.26,53.4,4.7,South,Bengaluru,Resold,LISTING_00228,Good,18550.0,12700.0,5850.0,31.54,0.68,Below Market Value
EC00229,PRD00229,Smartphones,iPhone,Google,2025-11-04,60400,45120,Good,2,2029-11-04,23650,Individual,Individual,Cashify,No,0,2,48,10083,Expired,Not Returned,Yes,No,,0.0,283.06,3.58,55.7,3.9,West,Surat,Resold,LISTING_00229,Good,45120.0,23650.0,21470.0,47.58,0.52,Below Market Value
EC00230,PRD00230,Furniture,Study Table,Godrej,2024-07-06,45910,30580,Good,2,2024-10-06,27230,Business,Individual,Amazon Renewed,Yes,4760,3,3,6817,Active,Not Returned,Yes,No,,0.0,187.49,0.99,69.1,4.8,East,Guwahati,Recycled,LISTING_00230,Good,30580.0,27230.0,3350.0,10.95,0.89,Below Market Value
EC00231,PRD00231,Smartphones,iPhone,Google,2024-10-14,86390,68190,Like New,2,2029-07-14,35150,Business,Individual,Facebook Marketplace,No,0,0,57,1486,Extended,Not Returned,Yes,Yes,2029-08-19,18.69,348.08,27.81,50.6,4.1,South,Vijayawada,Refurbished,LISTING_00231,Like New,68190.0,35150.0,33040.0,48.45,0.52,Below Market Value
EC00232,PRD00232,Gaming,Gaming Console,Meta,2022-12-11,157740,87270,Good,1,2023-06-11,95420,Individual,Individual,EchoChain Marketplace,No,0,0,6,2476,Active,Not Returned,Yes,No,,0.0,162.02,3.86,50.4,3.8,South,Kochi,Resold,LISTING_00232,Good,87270.0,95420.0,-8150.0,-9.34,1.09,Above Market Value
EC00233,PRD00233,Laptops,MacBook Air,Lenovo,2025-01-19,67480,31180,Fair,3,2028-03-19,20470,Individual,Individual,Cashify,Yes,5970,1,38,5417,Extended,Not Returned,Yes,No,,0.0,313.9,3.07,72.0,3.5,South,Chennai,Recycled,LISTING_00233,Fair,31180.0,20470.0,10710.0,34.35,0.66,Below Market Value
EC00234,PRD00234,Furniture,Bookshelf,Godrej,2024-12-05,74260,61200,Good,4,2025-12-05,41530,Individual,Individual,EchoChain Marketplace,Yes,6630,0,12,4973,Active,Not Returned,Yes,No,,0.0,213.42,3.83,85.4,4.7,North,Delhi,Recycled,LISTING_00234,Good,61200.0,41530.0,19670.0,32.14,0.68,Below Market Value
EC00235,PRD00235,Gaming,Gaming Laptop,Microsoft,2022-10-11,43470,39150,Like New,2,2027-07-11,19750,Individual,Individual,Local Dealer,Yes,2430,3,57,407,Expired,Not Returned,Yes,No,,0.0,159.62,2.23,56.5,3.3,East,Patna,Recycled,LISTING_00235,Like New,39150.0,19750.0,19400.0,49.55,0.5,Below Market Value
EC00236,PRD00236,Home Appliances,Microwave,LG,2021-11-14,118260,62930,Good,1,2022-11-14,68830,Individual,Individual,Cashify,No,0,3,12,7061,Active,Returned,Yes,No,,0.0,127.24,3.7,45.4,4.3,North,Noida,Refurbished,LISTING_00236,Good,62930.0,68830.0,-5900.0,-9.38,1.09,Above Market Value
EC00237,PRD00237,Cameras,Action Camera,GoPro,2025-08-28,132290,79870,Poor,1,2027-04-28,26020,Individual,Individual,OLX,No,0,1,20,10224,Expired,Not Returned,Yes,No,,0.0,189.86,7.45,43.4,4.2,East,Ranchi,Resold,LISTING_00237,Poor,79870.0,26020.0,53850.0,67.42,0.33,Below Market Value
EC00238,PRD00238,Gaming,Gaming Console,Meta,2024-06-02,5980,2850,Like New,3,2028-10-02,2740,Business,Business,Amazon Renewed,No,0,2,52,9575,Expired,Not Returned,Yes,No,,0.0,16.68,0.31,54.5,3.1,West,Ahmedabad,Resold,LISTING_00238,Like New,2850.0,2740.0,110.0,3.86,0.96,Below Market Value
EC00239,PRD00239,Smartphones,Xperia,Apple,2024-06-11,39610,37470,Like New,2,2028-08-11,16880,Individual,Business,OLX,Yes,3170,0,50,11313,Expired,Not Returned,No,No,,0.0,244.21,2.06,71.6,3.5,North,Delhi,Resold,LISTING_00239,Like New,37470.0,16880.0,20590.0,54.95,0.45,Below Market Value
EC00240,PRD00240,Furniture,Bookshelf,Urban Ladder,2022-11-15,45530,33470,Poor,2,2025-03-15,8990,Individual,Individual,Facebook Marketplace,Yes,6670,1,28,10773,Expired,Not Returned,Yes,No,,0.0,163.31,2.3,63.2,3.9,North,Noida,Refurbished,LISTING_00240,Poor,33470.0,8990.0,24480.0,73.14,0.27,Below Market Value
EC00241,PRD00241,Gaming,Controller,ASUS,2022-10-26,164170,128930,Fair,1,2027-07-26,36550,Individual,Individual,OLX,Yes,8440,3,57,2715,Extended,Not Returned,Yes,No,,0.0,876.88,11.42,51.5,3.3,South,Bengaluru,Recycled,LISTING_00241,Fair,128930.0,36550.0,92380.0,71.65,0.28,Below Market Value
EC00242,PRD00242,Gaming,Controller,Sony,2024-10-29,175370,81830,Good,5,2027-07-29,71250,Individual,Business,Amazon Renewed,No,0,2,33,499,Expired,Not Returned,Yes,Yes,2027-08-08,131.52,858.29,54.44,82.2,5.0,North,Noida,Resold,LISTING_00242,Good,81830.0,71250.0,10580.0,12.93,0.87,Below Market Value
EC00243,PRD00243,Smartphones,Galaxy S Series,Samsung,2025-08-23,26270,22560,Good,1,2030-02-23,8460,Individual,Individual,OLX,Yes,3240,0,54,3623,Expired,Not Returned,Yes,No,,0.0,68.49,1.74,53.1,3.1,West,Surat,Refurbished,LISTING_00243,Good,22560.0,8460.0,14100.0,62.5,0.38,Below Market Value
EC00244,PRD00244,Smartphones,iPhone,Sony,2025-06-20,97910,44260,Good,4,2029-04-20,39370,Business,Individual,Cashify,Yes,13840,1,46,11421,Expired,Returned,Yes,No,,0.0,529.36,5.78,72.0,3.8,South,Vijayawada,Recycled,LISTING_00244,Good,44260.0,39370.0,4890.0,11.05,0.89,Below Market Value
EC00245,PRD00245,Fashion,Jacket,Fossil,2025-02-04,18380,14750,Fair,4,2029-04-04,5200,Individual,Individual,Cashify,Yes,1180,0,50,2796,Expired,Not Returned,Yes,No,,0.0,52.24,0.31,80.4,3.8,West,Nagpur,Resold,LISTING_00245,Fair,14750.0,5200.0,9550.0,64.75,0.35,Below Market Value
EC00246,PRD00246,Smartphones,Xperia,Sony,2024-06-10,26110,13100,Good,2,2027-05-10,10380,Individual,Individual,OLX,No,0,0,35,7667,Extended,Not Returned,Yes,No,,0.0,95.31,0.4,57.5,4.5,West,Nagpur,Resold,LISTING_00246,Good,13100.0,10380.0,2720.0,20.76,0.79,Below Market Value
EC00247,PRD00247,Smartphones,Xperia,Sony,2025-09-12,85780,78400,Fair,2,2026-05-12,35170,Individual,Individual,Cashify,Yes,11920,2,8,8759,Active,Not Returned,Yes,No,,0.0,227.05,4.89,68.9,3.4,East,Bhubaneswar,Refurbished,LISTING_00247,Fair,78400.0,35170.0,43230.0,55.14,0.45,Below Market Value
EC00248,PRD00248,Cameras,Camcorder,Nikon,2024-02-11,38630,32010,Good,3,2024-05-11,23560,Individual,Individual,Facebook Marketplace,No,0,0,3,601,Active,Not Returned,Yes,No,,0.0,95.08,1.83,72.9,3.5,South,Bengaluru,Resold,LISTING_00248,Good,32010.0,23560.0,8450.0,26.4,0.74,Below Market Value
EC00249,PRD00249,Cameras,Action Camera,GoPro,2025-03-01,176190,114840,Good,1,2027-11-01,82710,Individual,Individual,Amazon Renewed,No,0,0,32,4049,Expired,Not Returned,Yes,No,,0.0,116.69,9.88,51.0,4.1,West,Mumbai,Resold,LISTING_00249,Good,114840.0,82710.0,32130.0,27.98,0.72,Below Market Value
EC00250,PRD00250,Furniture,Study Table,Urban Ladder,2022-03-18,52980,38510,Good,1,2024-07-18,24820,Individual,Individual,Local Dealer,Yes,1810,0,28,10168,Expired,Not Returned,Yes,Yes,2024-09-13,28.28,288.99,16.81,65.4,5.0,North,Jaipur,Refurbished,LISTING_00250,Good,38510.0,24820.0,13690.0,35.55,0.64,Below Market Value
EC00251,PRD00251,Laptops,MacBook Air,Dell,2022-07-18,69780,60970,Like New,2,2024-04-18,44230,Individual,Individual,Amazon Renewed,No,0,1,21,10214,Expired,Not Returned,No,No,,0.0,314.79,4.0,47.6,3.7,North,Jaipur,Resold,LISTING_00251,Like New,60970.0,44230.0,16740.0,27.46,0.73,Below Market Value
EC00252,PRD00252,Cameras,Action Camera,Panasonic,2024-07-15,213490,145550,Like New,2,2027-05-15,101380,Individual,Individual,Cashify,No,0,5,34,5983,Expired,Not Returned,Yes,No,,0.0,1264.98,7.51,52.0,4.3,North,Lucknow,Refurbished,LISTING_00252,Like New,145550.0,101380.0,44170.0,30.35,0.7,Below Market Value
EC00253,PRD00253,Fashion,Jacket,Adidas,2025-03-14,11600,7100,Like New,2,2028-02-14,6590,Individual,Business,Cashify,No,0,0,35,1667,Expired,Not Returned,Yes,Yes,2028-04-24,2.44,29.57,2.04,60.3,2.3,East,Patna,Resold,LISTING_00253,Like New,7100.0,6590.0,510.0,7.18,0.93,Below Market Value
EC00254,PRD00254,Smartphones,iPhone,Apple,2024-11-10,85050,60320,Good,2,2029-03-10,32620,Individual,Individual,Facebook Marketplace,Yes,12070,1,52,87,Expired,Not Returned,Yes,No,,0.0,265.1,3.54,63.2,2.5,North,Chandigarh,Recycled,LISTING_00254,Good,60320.0,32620.0,27700.0,45.92,0.54,Below Market Value
EC00255,PRD00255,Furniture,Office Chair,Urban Ladder,2024-11-11,65700,29980,Good,2,2027-06-11,27070,Individual,Business,Facebook Marketplace,No,0,0,31,8757,Expired,Not Returned,Yes,No,,0.0,304.55,2.26,51.5,4.3,West,Nagpur,Resold,LISTING_00255,Good,29980.0,27070.0,2910.0,9.71,0.9,Below Market Value
EC00256,PRD00256,Gaming,Controller,ASUS,2024-02-11,130700,122670,Good,4,2024-11-11,63170,Individual,Individual,Amazon Renewed,No,0,2,9,1418,Active,Not Returned,Yes,No,,0.0,375.77,5.8,63.0,4.0,North,Delhi,Refurbished,LISTING_00256,Good,122670.0,63170.0,59500.0,48.5,0.51,Below Market Value
EC00257,PRD00257,Laptops,ThinkPad,Acer,2025-06-25,30100,18280,Fair,2,2025-12-25,10690,Business,Business,Local Dealer,No,0,0,6,6709,Active,Not Returned,Yes,Yes,2026-02-08,10.43,140.71,9.04,71.4,4.0,North,Delhi,Refurbished,LISTING_00257,Fair,18280.0,10690.0,7590.0,41.52,0.58,Below Market Value
EC00258,PRD00258,Gaming,Monitor,Sony,2025-07-07,176800,98470,Good,3,2030-02-07,64410,Individual,Individual,Local Dealer,Yes,23490,0,55,1466,Extended,Not Returned,Yes,No,,0.0,1020.09,9.45,63.0,5.0,East,Bhubaneswar,Landfill,LISTING_00258,Good,98470.0,64410.0,34060.0,34.59,0.65,Below Market Value
EC00259,PRD00259,Gaming,Monitor,ASUS,2023-08-10,109630,103560,Good,1,2024-04-10,66060,Individual,Individual,OLX,Yes,9140,1,8,7435,Active,Not Returned,Yes,No,,0.0,516.59,2.97,56.9,3.4,East,Patna,Refurbished,LISTING_00259,Good,103560.0,66060.0,37500.0,36.21,0.64,Below Market Value
EC00260,PRD00260,Home Appliances,Refrigerator,IFB,2024-01-10,82980,39380,Good,2,2029-01-10,27360,Individual,Individual,EchoChain Marketplace,Yes,4810,2,60,11776,Extended,Not Returned,No,No,,0.0,202.42,4.65,59.5,3.9,East,Bhubaneswar,Refurbished,LISTING_00260,Good,39380.0,27360.0,12020.0,30.52,0.69,Below Market Value
EC00261,PRD00261,Gaming,Gaming Laptop,ASUS,2022-11-30,36190,25270,Like New,1,2027-04-30,14740,Individual,Individual,Cashify,No,0,2,53,1284,Extended,Not Returned,Yes,No,,0.0,24.61,0.5,41.7,4.2,North,Jaipur,Recycled,LISTING_00261,Like New,25270.0,14740.0,10530.0,41.67,0.58,Below Market Value
EC00262,PRD00262,Audio,Bluetooth Speaker,Sony,2021-04-23,24650,14950,Fair,2,2023-08-23,8660,Individual,Individual,Cashify,Yes,1230,1,28,1292,Expired,Not Returned,Yes,No,,0.0,133.63,1.56,66.7,3.3,North,Noida,Recycled,LISTING_00262,Fair,14950.0,8660.0,6290.0,42.07,0.58,Below Market Value
EC00263,PRD00263,Smartphones,iPhone,Samsung,2021-01-02,10080,7440,Good,2,2021-04-02,5910,Business,Business,OLX,No,0,3,3,11502,Active,Not Returned,Yes,Yes,2021-04-22,3.64,38.74,2.6,60.6,3.7,West,Surat,Resold,LISTING_00263,Good,7440.0,5910.0,1530.0,20.56,0.79,Below Market Value
EC00264,PRD00264,Gaming,VR Headset,ASUS,2022-10-04,119610,79200,Good,2,2026-11-04,46730,Individual,Individual,EchoChain Marketplace,Yes,16850,0,49,10398,Extended,Not Returned,Yes,No,,0.0,503.82,6.03,67.9,4.1,West,Pune,Resold,LISTING_00264,Good,79200.0,46730.0,32470.0,41.0,0.59,Below Market Value
EC00265,PRD00265,Laptops,Pavilion,Apple,2021-08-08,72100,65850,Fair,3,2024-11-08,23780,Individual,Individual,OLX,Yes,6920,0,39,3571,Expired,Not Returned,Yes,No,,0.0,318.62,2.68,72.1,3.2,South,Chennai,Landfill,LISTING_00265,Fair,65850.0,23780.0,42070.0,63.89,0.36,Below Market Value
EC00266,PRD00266,Gaming,Controller,Microsoft,2025-05-09,43090,24270,Good,3,2027-02-09,20880,Individual,Individual,Facebook Marketplace,Yes,5090,2,21,4839,Expired,Not Returned,Yes,No,,0.0,112.58,0.76,70.1,4.5,East,Bhubaneswar,Resold,LISTING_00266,Good,24270.0,20880.0,3390.0,13.97,0.86,Below Market Value
